def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(AMIGA_AC_5),
!def(lint),
def(MSDOS),
def(PM3D),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(!def(PIPE_IPC)&def(__ZTC__)),
def(EAM_HISTOGRAMS),
def(BINARY_DATA_FILE),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(LITE),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
!def(AMIGA_SC_6_1),
(def(VMS)&!def(MSDOS)),
!def(EAM_HISTOGRAMS),
def(EAM_DATASTRINGS),
def(PIPE_IPC),
def(__PUREC__),
def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
def(USE_MOUSE),
(!def(PIPE_IPC)&def(VMS)),
True,
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(BITMAPDEBUG),
def(GP_MACROS),
def(USE_SYSTEM_TIME),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(PIPES),
!def(__PUREC__),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
