def(TEST_TIME),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
!def(BADRAND),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(LITE),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
!def(HAVE_ERFC),
def(MSDOS),
!def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
def(PROTOTYPES),
def(PM3D),
def(_Windows),
def(USE_SYSTEM_TIME),
True,
def(RELEASE_VERSION),
def(TEST_TERMDOC),
def(USE_MOUSE),
def(BADRAND),
!def(BITMAPDEBUG),
!def(lint),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
def(BITMAPDEBUG),
