def(PIPE_IPC),
!def(LITE),
!def(lint),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(PIPES),
def(RELEASE_VERSION),
!def(MSDOS),
def(VMS),
!def(BADRAND),
def(_Windows),
!def(BITMAPDEBUG),
def(PM3D),
True,
(def(VMS)&!def(MSDOS)),
def(BADRAND),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
!def(RELEASE_VERSION),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
def(USE_MOUSE),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
def(MSDOS),
