def(GP_STRING_VARS),
def(EAM_DATASTRINGS),
!def(MSDOS),
!def(AMIGA_SC_6_1),
!def(BINARY_DATA_FILE),
def(USE_SYSTEM_TIME),
def(MSDOS),
def(__PUREC__),
def(USE_MOUSE),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(BITMAPDEBUG),
def(GP_MACROS),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(PIPES),
(!def(APOLLO)&def(GP_STRING_VARS)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(PM3D),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(PIPE_IPC)&def(__ZTC__)),
def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
(def(VMS)&!def(BSD)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(_Windows),
!def(lint),
!def(__PUREC__),
def(BINARY_DATA_FILE),
def(PIPE_IPC),
(!def(PIPE_IPC)&def(VMS)),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(AMIGA_AC_5),
