def(BINARY_DATA_FILE),
!def(LITE),
def(PIPE_IPC),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
def(__PUREC__),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(AMIGA_SC_6_1),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(_Windows),
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(MSDOS),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
def(GP_STRING_VARS),
(!def(PIPE_IPC)&def(VMS)),
def(PIPES),
def(BITMAPDEBUG),
!def(EAM_HISTOGRAMS),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(GP_MACROS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(EAM_HISTOGRAMS),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(MSDOS),
True,
def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(__PUREC__),
!def(BINARY_DATA_FILE),
(!def(PIPE_IPC)&def(__ZTC__)),
def(USE_SYSTEM_TIME),
def(USE_MOUSE),
def(EAM_DATASTRINGS),
!def(lint),
