!def(RELEASE_VERSION),
def(_Windows),
def(TEST_STRFTIME),
!def(PROTOTYPES),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
def(__ZTC__),
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(PIPES),
def(USE_MOUSE),
!def(MSDOS),
def(TEST_TIME),
def(PIPE_IPC),
!def(LITE),
def(RELEASE_VERSION),
!def(lint),
def(PM3D),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
True,
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
def(PROTOTYPES),
def(USE_SYSTEM_TIME),
def(VMS),
