def(HAVE_LOCALE_H),
def(GP_MACROS),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
True,
def(AMIGA_AC_5),
!def(AMIGA_SC_6_1),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BACKWARDS_COMPATIBLE),
def(TEST_TIME),
def(PIPE_IPC),
!def(GPLT_X11_MODE),
(def(VMS)&!def(MSDOS)),
def(USE_MOUSE),
!def(BACKWARDS_COMPATIBLE),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
(!def(PIPE_IPC)&def(VMS)),
def(EAM_OBJECTS),
!def(WIN32),
!def(LITE),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
(!def(EAM_OBJECTS)&!def(AMIGA_SC_6_1)),
!def(USE_SYSTEM_TIME),
!def(EXTENDED_COLOR_SPECS),
!def(lint),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
def(EAM_HISTOGRAMS),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
!def(__PUREC__),
def(RELEASE_VERSION),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
(def(VMS)&!def(BSD)),
!def(GNUPLOT_HISTORY),
def(BITMAPDEBUG),
(!def(PIPE_IPC)&def(__ZTC__)),
def(VOLATILE_REFRESH),
def(__PUREC__),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
def(MSDOS),
!def(HAVE_GD_PNG),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
!def(EAM_OBJECTS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(_Windows),
def(EXTENDED_COLOR_SPECS),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(HAVE_LOCALE_H),
def(PIPES),
def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&!def(LITE)),
def(TEST_TERMDOC),
!def(VOLATILE_REFRESH),
!def(BITMAPDEBUG),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(TEST_STRFTIME),
def(WIN32),
!def(E_MINEXP),
