(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(BADRAND),
def(TEST_STRFTIME),
True,
def(USE_SYSTEM_TIME),
def(LITE),
!def(BITMAPDEBUG),
def(PIPES),
(def(VMS)&!def(BSD)),
!def(LITE),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
def(_Windows),
!def(lint),
def(__ZTC__),
!def(BADRAND),
def(TEST_TERMDOC),
def(MSDOS),
def(BITMAPDEBUG),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(TEST_TIME),
