def(_Windows),
!def(lint),
def(RELEASE_VERSION),
def(VMS),
!def(PROTOTYPES),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
def(PIPES),
def(__ZTC__),
!def(GP_ISVAR),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(MSDOS),
!def(LITE),
!def(MSDOS),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
def(USE_MOUSE),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
True,
def(PM3D),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
