!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
def(RELEASE_VERSION),
def(BADRAND),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
def(TEST_TIME),
def(MSDOS),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
(def(X11)&def(USE_MOUSE)),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
!def(MSDOS),
def(PIPES),
def(_Windows),
!def(NO_LOCALE_H),
!def(BADRAND),
!def(LITE),
def(PM3D),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
def(__ZTC__),
