def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
!def(BADRAND),
def(_Windows),
def(__ZTC__),
def(BADRAND),
def(VMS),
(def(X11)&def(USE_MOUSE)),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
!def(MSDOS),
!def(LITE),
def(NO_LOCALE_H),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
!def(RELEASE_VERSION),
True,
def(PM3D),
def(PIPE_IPC),
!def(lint),
