def(BITMAPDEBUG),
!def(LITE),
!def(HAVE_ERF),
def(PIPES),
def(_Windows),
def(TEST_STRFTIME),
def(PIPE_IPC),
def(PM3D),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(__ZTC__),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(HAVE_ERFC),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
True,
def(USE_MOUSE),
!def(lint),
!def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
def(BADRAND),
def(VMS),
(def(VMS)&!def(MSDOS)),
