def(HAVE_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(EAM_OBJECTS),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
!def(USE_SYSTEM_TIME),
!def(E_MINEXP),
(def(VMS)&!def(MSDOS)),
!def(WIN32),
def(TEST_STRFTIME),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
!def(lint),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(GNUPLOT_HISTORY),
def(PIPE_IPC),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
def(BACKWARDS_COMPATIBLE),
!def(AMIGA_SC_6_1),
!def(RELEASE_VERSION),
def(AMIGA_AC_5),
!def(BITMAPDEBUG),
!def(HAVE_GD_PNG),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(GP_MACROS),
!def(EAM_OBJECTS),
!def(LITE),
def(WIN32),
True,
(!def(EAM_OBJECTS)&!def(AMIGA_SC_6_1)),
!def(HAVE_LOCALE_H),
def(PIPES),
def(EAM_HISTOGRAMS),
def(TEST_TERMDOC),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
!def(__PUREC__),
!def(VOLATILE_REFRESH),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
(!def(MSDOS)&!def(VMS)),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
def(_Windows),
(!def(AMIGA_SC_6_1)&!def(LITE)),
def(VOLATILE_REFRESH),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(GNUPLOT_HISTORY),
def(__PUREC__),
!def(EXTENDED_COLOR_SPECS),
def(RELEASE_VERSION),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
!def(GPLT_X11_MODE),
!def(BACKWARDS_COMPATIBLE),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(MSDOS),
(!def(PIPE_IPC)&def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
(!def(PIPE_IPC)&def(__ZTC__)),
def(EXTENDED_COLOR_SPECS),
!def(MSDOS),
