(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
def(MSDOS),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(PIPE_IPC),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(lint),
!def(MSDOS),
!def(HAVE_ERF),
!def(LITE),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
def(PM3D),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
!def(HAVE_ERFC),
True,
def(TEST_STRFTIME),
def(VMS),
def(USE_MOUSE),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(_Windows),
