def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
True,
!def(lint),
def(VMS),
!def(NO_LOCALE_H),
!def(LITE),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(PIPES),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
def(MSDOS),
def(PM3D),
def(__ZTC__),
!def(MSDOS),
def(TEST_TIME),
def(_Windows),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(HAVE_ERF),
!def(BADRAND),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
