def(TEST_TIME),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
!def(SYSTEM_TIME),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(HAVE_SYS_UTSNAME_H),
def(UNIXPLOT),
def(__ZTC__),
!def(lint),
!def(LITE),
True,
(!def(_Windows)&def(__TURBOC__)),
def(NO_LOCALE_H),
def(LITE),
!def(OSK),
def(DJGPP),
def(SYSTEM_TIME),
def(VMS),
!def(BITMAPDEBUG),
!def(MSDOS),
def(_Windows),
