def(PIPES),
!def(LITE),
!def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
def(MSDOS),
!def(BITMAPDEBUG),
!def(lint),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
def(VMS),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(HAVE_ERF),
def(TEST_STRFTIME),
def(_Windows),
def(NO_LOCALE_H),
def(TEST_TIME),
!def(HAVE_ERFC),
def(BADRAND),
def(__ZTC__),
!def(BADRAND),
def(LITE),
True,
def(TEST_TERMDOC),
