def(PIPE_IPC),
def(TEST_TERMDOC),
def(MSDOS),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(__ZTC__),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(RELEASE_VERSION),
!def(BADRAND),
!def(lint),
!def(LITE),
!def(USE_SYSTEM_TIME),
def(PM3D),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
!def(HAVE_ERFC),
def(_Windows),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(BADRAND),
(def(VMS)&!def(MSDOS)),
