def(_Windows),
!def(BITMAPDEBUG),
def(__ZTC__),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(TEST_TIME),
def(LITE),
(def(VMS)&!def(BSD)),
def(PIPES),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
!def(lint),
def(TEST_TERMDOC),
def(MSDOS),
True,
!def(MSDOS),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
!def(LITE),
def(VMS),
def(NO_LOCALE_H),
