def(__PUREC__),
def(GP_STRING_VARS),
!def(MSDOS),
def(EAM_HISTOGRAMS),
!def(USE_SYSTEM_TIME),
!def(LITE),
(!def(PIPE_IPC)&def(VMS)),
!def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(!def(APOLLO)&def(GP_STRING_VARS)),
(!def(PIPE_IPC)&def(__ZTC__)),
!def(__PUREC__),
!def(EAM_HISTOGRAMS),
def(EAM_DATASTRINGS),
def(PIPE_IPC),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(BINARY_DATA_FILE),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(PIPES),
!def(BITMAPDEBUG),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(BINARY_DATA_FILE),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
def(PM3D),
def(TEST_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
def(BITMAPDEBUG),
def(RELEASE_VERSION),
!def(AMIGA_SC_6_1),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)),
!def(lint),
def(GP_MACROS),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(MSDOS),
def(AMIGA_AC_5),
