!def(USE_SYSTEM_TIME),
!def(LITE),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(NO_LOCALE_H),
def(VMS),
!def(MSDOS),
def(_Windows),
def(__ZTC__),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
!def(lint),
!def(HAVE_ERFC),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
True,
(def(VMS)&!def(BSD)),
