def(_Windows),
def(PIPE_IPC),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(VMS),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
True,
def(USE_SYSTEM_TIME),
def(PM3D),
def(PIPES),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(TEST_TIME),
def(TEST_STRFTIME),
def(BADRAND),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(lint),
(def(X11)&def(USE_MOUSE)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERFC),
!def(BADRAND),
!def(BITMAPDEBUG),
