def(USE_MOUSE),
!def(lint),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
!def(HAVE_ERFC),
def(PIPE_IPC),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(VMS),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
!def(LITE),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(PIPES),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
True,
def(TEST_STRFTIME),
!def(BADRAND),
def(PM3D),
!def(MSDOS),
