def(RELEASE_VERSION),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
def(_Windows),
!def(lint),
def(MSDOS),
!def(GP_ISVAR),
!def(PROTOTYPES),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(VMS),
def(PROTOTYPES),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(TEST_TIME),
!def(LITE),
def(PIPE_IPC),
def(PM3D),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
def(USE_MOUSE),
!def(MSDOS),
!def(RELEASE_VERSION),
