(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(__ZTC__),
def(TEST_STRFTIME),
!def(lint),
!def(LITE),
def(VMS),
!def(HAVE_ERF),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(LITE),
def(USE_SYSTEM_TIME),
True,
def(TEST_TIME),
!def(MSDOS),
def(TEST_TERMDOC),
def(NO_LOCALE_H),
def(BADRAND),
def(_Windows),
!def(BADRAND),
(def(VMS)&!def(BSD)),
def(MSDOS),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
