!def(HAVE_ERF),
def(MSDOS),
True,
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
def(BADRAND),
def(PIPE_IPC),
def(PIPES),
!def(MSDOS),
!def(LITE),
def(PM3D),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(lint),
def(USE_MOUSE),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
def(VMS),
