def(BITMAPDEBUG),
def(BADRAND),
!def(LITE),
!def(HAVE_ERF),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
True,
def(MSDOS),
def(TEST_TIME),
!def(MSDOS),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_MOUSE),
def(RELEASE_VERSION),
def(NO_LOCALE_H),
def(PM3D),
!def(lint),
def(PIPES),
!def(BADRAND),
def(__ZTC__),
def(PIPE_IPC),
!def(NO_LOCALE_H),
