def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(LITE),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(BSD)),
!def(lint),
def(PM3D),
(def(X11)&def(USE_MOUSE)),
def(MSDOS),
def(USE_SYSTEM_TIME),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
def(PIPE_IPC),
def(_Windows),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
!def(NO_LOCALE_H),
def(TEST_STRFTIME),
def(VMS),
def(__ZTC__),
True,
def(TEST_TERMDOC),
def(PIPES),
def(NO_LOCALE_H),
