(def(VMS)&!def(BSD)),
!def(BADRAND),
!def(LITE),
!def(PROTOTYPES),
!def(HAVE_ERF),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
def(VMS),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(MSDOS),
def(USE_MOUSE),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
def(PIPE_IPC),
def(_Windows),
def(PM3D),
def(RELEASE_VERSION),
def(__ZTC__),
!def(lint),
!def(HAVE_ERFC),
True,
def(PROTOTYPES),
