def(BITMAPDEBUG),
!def(MSDOS),
def(VMS),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERFC),
def(PM3D),
def(TEST_TIME),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
True,
!def(BADRAND),
!def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(__ZTC__),
!def(LITE),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(_Windows),
(def(X11)&def(USE_MOUSE)),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(MSDOS),
def(PIPE_IPC),
