(!def(PIPE_IPC)&def(__ZTC__)),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
def(GP_STRING_VARS),
!def(BITMAPDEBUG),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(TEST_STRFTIME),
!def(lint),
!def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(EAM_HISTOGRAMS),
!def(LITE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(EAM_HISTOGRAMS),
def(TEST_TERMDOC),
def(USE_MOUSE),
def(__PUREC__),
def(PIPES),
def(TEST_TIME),
def(GP_MACROS),
def(BINARY_DATA_FILE),
def(AMIGA_AC_5),
def(BITMAPDEBUG),
!def(BINARY_DATA_FILE),
def(MSDOS),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
True,
(!def(PIPE_IPC)&def(VMS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(EAM_DATASTRINGS),
!def(RELEASE_VERSION),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(AMIGA_SC_6_1),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
!def(__PUREC__),
def(RELEASE_VERSION),
