def(MSDOS),
!def(MSDOS),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
!def(lint),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
def(__ZTC__),
!def(BADRAND),
!def(LITE),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
True,
def(_Windows),
def(TEST_STRFTIME),
def(BADRAND),
