def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(PROTOTYPES),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
def(PIPES),
def(USE_MOUSE),
!def(RELEASE_VERSION),
!def(lint),
def(RELEASE_VERSION),
def(PROTOTYPES),
def(TEST_STRFTIME),
def(MSDOS),
True,
(def(VMS)&!def(MSDOS)),
!def(GP_ISVAR),
!def(MSDOS),
!def(BITMAPDEBUG),
def(TEST_TIME),
def(PM3D),
def(VMS),
def(PIPE_IPC),
def(TEST_TERMDOC),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
