def(PIPES),
def(__ZTC__),
def(MSDOS),
!def(lint),
def(PM3D),
True,
def(USE_MOUSE),
!def(HAVE_ERF),
def(VMS),
def(TEST_TERMDOC),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(BADRAND),
def(PIPE_IPC),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
def(RELEASE_VERSION),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
