def(PIPE_IPC),
!def(RELEASE_VERSION),
def(VMS),
def(PROTOTYPES),
def(_Windows),
True,
!def(GP_ISVAR),
def(USE_SYSTEM_TIME),
def(PIPES),
def(PM3D),
!def(BITMAPDEBUG),
def(RELEASE_VERSION),
!def(lint),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
def(MSDOS),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(MSDOS),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
!def(PROTOTYPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
def(BITMAPDEBUG),
