(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(HAVE_LOCALE_H),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(OLDUNSETTICS),
!def(MSDOS),
def(BITMAPDEBUG),
!def(AMIGA_SC_6_1),
(!def(PIPE_IPC)&def(__ZTC__)),
def(GP_MACROS),
def(EAM_DATASTRINGS),
!def(GNUPLOT_HISTORY),
!def(__PUREC__),
(!def(PIPE_IPC)&def(VMS)),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(BACKWARDS_COMPATIBLE),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
def(MSDOS),
!def(EAM_HISTOGRAMS),
def(PIPES),
!def(GP_STRING_VARS),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(USE_MOUSE),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(OLDUNSETTICS),
(!def(AMIGA_SC_6_1)&!def(LITE)),
!def(HAVE_LOCALE_H),
!def(BITMAPDEBUG),
def(EAM_OBJECTS),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(BINARY_DATA_FILE),
def(TEST_TIME),
!def(LITE),
def(_Windows),
def(TEST_STRFTIME),
!def(EXTENDED_COLOR_SPECS),
!def(BINARY_DATA_FILE),
!def(WITH_IMAGE),
def(EXTENDED_COLOR_SPECS),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(PM3D),
def(WITH_IMAGE),
!def(lint),
def(EAM_HISTOGRAMS),
True,
def(TEST_TERMDOC),
def(GNUPLOT_HISTORY),
!def(GPLT_X11_MODE),
def(__PUREC__),
def(PIPE_IPC),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
def(GP_STRING_VARS),
