(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(LITE),
True,
!def(LITE),
def(BITMAPDEBUG),
def(NO_LOCALE_H),
def(BADRAND),
!def(MSDOS),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
!def(BADRAND),
def(__ZTC__),
def(PIPES),
def(MSDOS),
!def(lint),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
