def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
def(MSDOS),
def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
!def(lint),
!def(BADRAND),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
!def(NO_LOCALE_H),
def(PM3D),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
def(_Windows),
def(PIPES),
def(BADRAND),
(def(X11)&def(USE_MOUSE)),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
!def(LITE),
def(PIPE_IPC),
!def(BITMAPDEBUG),
def(VMS),
def(BITMAPDEBUG),
True,
