def(TEST_TIME),
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
(def(X11)&def(USE_MOUSE)),
!def(RELEASE_VERSION),
!def(HAVE_ERF),
def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
def(BADRAND),
def(__ZTC__),
!def(BITMAPDEBUG),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BADRAND),
def(RELEASE_VERSION),
def(VMS),
!def(lint),
def(_Windows),
!def(LITE),
def(PIPE_IPC),
!def(HAVE_ERFC),
def(MSDOS),
def(PIPES),
def(USE_SYSTEM_TIME),
!def(MSDOS),
def(TEST_STRFTIME),
