(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(__ZTC__),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
def(NO_LOCALE_H),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
def(BADRAND),
def(PM3D),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
def(TEST_TIME),
def(VMS),
!def(BADRAND),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
def(USE_MOUSE),
def(_Windows),
def(TEST_TERMDOC),
True,
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(lint),
!def(NO_LOCALE_H),
