(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
def(NO_LOCALE_H),
!def(MSDOS),
True,
def(TEST_STRFTIME),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(BADRAND),
!def(HAVE_ERF),
def(__ZTC__),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
def(MSDOS),
def(VMS),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
!def(lint),
def(USE_SYSTEM_TIME),
def(PIPES),
def(BITMAPDEBUG),
!def(BADRAND),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
