(def(VMS)&!def(BSD)),
def(TEST_TIME),
def(_Windows),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
def(PIPES),
!def(HAVE_ERF),
!def(BADRAND),
def(__ZTC__),
def(USE_SYSTEM_TIME),
!def(lint),
def(LITE),
def(TEST_STRFTIME),
def(VMS),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(MSDOS),
!def(LITE),
True,
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
!def(MSDOS),
