(def(VMS)&!def(BSD)),
def(EAM_HISTOGRAMS),
def(_Windows),
!def(AMIGA_SC_6_1),
!def(__PUREC__),
!def(MSDOS),
def(EAM_DATASTRINGS),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
True,
def(__PUREC__),
def(RELEASE_VERSION),
!def(LITE),
!def(BITMAPDEBUG),
def(MSDOS),
!def(lint),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(BINARY_DATA_FILE),
def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(GP_MACROS),
def(BINARY_DATA_FILE),
def(TEST_STRFTIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(PM3D),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(PIPES),
(!def(PIPE_IPC)&def(VMS)),
def(PIPE_IPC),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(EAM_HISTOGRAMS),
def(USE_MOUSE),
