def(MSDOS),
def(NO_LOCALE_H),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
!def(BADRAND),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
def(_Windows),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
!def(HAVE_ERF),
def(LITE),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
True,
!def(LITE),
!def(USE_SYSTEM_TIME),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(VMS),
!def(BITMAPDEBUG),
