def(MSDOS),
True,
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
!def(NO_LOCALE_H),
def(PIPES),
def(VMS),
!def(lint),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
def(LITE),
def(__ZTC__),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
!def(LITE),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
def(TEST_TIME),
!def(HAVE_ERF),
!def(BADRAND),
def(BADRAND),
def(NO_LOCALE_H),
def(TEST_STRFTIME),
