def(BITMAPDEBUG),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(EAM_HISTOGRAMS),
def(GP_MACROS),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(GP_STRING_VARS),
def(MSDOS),
def(_Windows),
(!def(PIPE_IPC)&def(__ZTC__)),
def(TEST_TIME),
def(PM3D),
(!def(PIPE_IPC)&def(VMS)),
!def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(BINARY_DATA_FILE),
def(TEST_TERMDOC),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(BINARY_DATA_FILE),
def(PIPES),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(AMIGA_SC_6_1),
def(EAM_HISTOGRAMS),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(__PUREC__),
!def(BITMAPDEBUG),
!def(lint),
(!def(MSDOS)&!def(VMS)),
!def(LITE),
def(AMIGA_AC_5),
(def(VMS)&!def(BSD)),
!def(__PUREC__),
!def(RELEASE_VERSION),
def(EAM_DATASTRINGS),
(def(VMS)&!def(MSDOS)),
def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(MSDOS),
