def(MSDOS),
def(__ZTC__),
(def(VMS)&!def(BSD)),
!def(NO_LOCALE_H),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
!def(HAVE_ERFC),
def(BADRAND),
!def(LITE),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
def(VMS),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(PIPES),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(lint),
def(_Windows),
def(NO_LOCALE_H),
