!def(HAVE_ERF),
def(VMS),
!def(HAVE_ERFC),
def(BADRAND),
def(NO_LOCALE_H),
def(_Windows),
!def(NO_LOCALE_H),
!def(LITE),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
!def(BADRAND),
!def(lint),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
True,
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(LITE),
def(__ZTC__),
!def(MSDOS),
def(MSDOS),
(def(VMS)&!def(MSDOS)),
