def(BACKWARDS_COMPATIBLE),
!def(GNUPLOT_HISTORY),
def(_Windows),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
!def(LITE),
!def(HAVE_LOCALE_H),
def(TEST_STRFTIME),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&!def(LITE)),
(def(VMS)&!def(BSD)),
!def(OLDUNSETTICS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(MSDOS),
def(AMIGA_AC_5),
def(EAM_OBJECTS),
!def(__PUREC__),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(EAM_HISTOGRAMS),
def(WITH_IMAGE),
!def(EXTENDED_COLOR_SPECS),
!def(lint),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(BINARY_DATA_FILE),
def(EAM_DATASTRINGS),
def(GP_STRING_VARS),
(!def(PIPE_IPC)&def(__ZTC__)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(WITH_IMAGE),
!def(AMIGA_SC_6_1),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
!def(EAM_HISTOGRAMS),
!def(GPLT_X11_MODE),
def(TEST_TERMDOC),
!def(GP_STRING_VARS),
def(PIPE_IPC),
def(TEST_TIME),
def(PM3D),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(RELEASE_VERSION),
def(OLDUNSETTICS),
!def(MSDOS),
!def(BITMAPDEBUG),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
def(RELEASE_VERSION),
True,
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
(def(VMS)&!def(MSDOS)),
def(PIPES),
def(GNUPLOT_HISTORY),
!def(USE_SYSTEM_TIME),
def(BINARY_DATA_FILE),
def(HAVE_LOCALE_H),
def(EXTENDED_COLOR_SPECS),
(!def(PIPE_IPC)&def(VMS)),
def(__PUREC__),
def(GP_MACROS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
