def(TEST_STRFTIME),
!def(BADRAND),
!def(lint),
def(RELEASE_VERSION),
!def(HAVE_ERF),
!def(LITE),
def(_Windows),
def(VMS),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(BSD)),
def(__ZTC__),
def(PIPE_IPC),
def(NO_LOCALE_H),
def(TEST_TIME),
!def(NO_LOCALE_H),
True,
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
def(PM3D),
!def(HAVE_ERFC),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
(def(X11)&def(USE_MOUSE)),
def(MSDOS),
!def(MSDOS),
def(USE_SYSTEM_TIME),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
