def(RELEASE_VERSION),
def(PIPE_IPC),
def(USE_MOUSE),
def(_Windows),
!def(LITE),
!def(lint),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
def(PROTOTYPES),
def(__ZTC__),
True,
def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(PIPES),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(PROTOTYPES),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
def(MSDOS),
def(PM3D),
!def(HAVE_ERFC),
def(VMS),
(!def(MSDOS)&!def(VMS)),
