def(BADRAND),
def(__ZTC__),
def(PIPE_IPC),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
!def(lint),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
!def(LITE),
!def(MSDOS),
!def(BADRAND),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
def(BITMAPDEBUG),
True,
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(_Windows),
def(PM3D),
(def(X11)&def(USE_MOUSE)),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(RELEASE_VERSION),
def(MSDOS),
