def(_Windows),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
!def(LITE),
!def(lint),
def(USE_SYSTEM_TIME),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(NO_LOCALE_H),
def(RELEASE_VERSION),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(VMS),
!def(RELEASE_VERSION),
!def(HAVE_ERF),
!def(BADRAND),
def(TEST_TIME),
def(BITMAPDEBUG),
True,
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(TEST_STRFTIME),
