(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
True,
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
(def(X11)&def(USE_MOUSE)),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
def(_Windows),
def(__ZTC__),
def(PIPE_IPC),
def(PIPES),
def(TEST_TIME),
!def(MSDOS),
!def(BADRAND),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(MSDOS),
def(PM3D),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(VMS),
def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(LITE),
!def(HAVE_ERF),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
