def(BITMAPDEBUG),
!def(OLDUNSETTICS),
def(BINARY_DATA_FILE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_MOUSE),
!def(LITE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
True,
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
def(AMIGA_AC_5),
def(PIPE_IPC),
def(RELEASE_VERSION),
(!def(PIPE_IPC)&def(VMS)),
def(GP_MACROS),
def(MSDOS),
(!def(AMIGA_SC_6_1)&!def(LITE)),
(!def(MSDOS)&!def(VMS)),
!def(__PUREC__),
def(TEST_STRFTIME),
def(EAM_HISTOGRAMS),
(!def(PIPE_IPC)&def(__ZTC__)),
def(WITH_IMAGE),
!def(USE_SYSTEM_TIME),
def(PIPES),
!def(HAVE_LOCALE_H),
def(USE_SYSTEM_TIME),
def(HAVE_LOCALE_H),
def(_Windows),
def(EAM_DATASTRINGS),
!def(EAM_HISTOGRAMS),
def(__PUREC__),
!def(RELEASE_VERSION),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
def(GNUPLOT_HISTORY),
def(OLDUNSETTICS),
def(PM3D),
!def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(WITH_IMAGE),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(EAM_OBJECTS),
def(TEST_TERMDOC),
def(GP_STRING_VARS),
(def(VMS)&!def(MSDOS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(AMIGA_SC_6_1),
(def(VMS)&!def(BSD)),
!def(lint),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(EXTENDED_COLOR_SPECS),
!def(BINARY_DATA_FILE),
!def(GPLT_X11_MODE),
!def(BITMAPDEBUG),
def(EXTENDED_COLOR_SPECS),
!def(MSDOS),
def(BACKWARDS_COMPATIBLE),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
!def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(TEST_TIME),
