!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
def(PIPES),
def(PIPE_IPC),
def(_Windows),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
def(MSDOS),
def(PM3D),
def(BADRAND),
def(TEST_TERMDOC),
!def(LITE),
def(VMS),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
!def(BADRAND),
!def(RELEASE_VERSION),
def(USE_MOUSE),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
True,
def(TEST_STRFTIME),
!def(MSDOS),
