def(USE_MOUSE),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
def(PM3D),
!def(BITMAPDEBUG),
!def(MSDOS),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
def(MSDOS),
def(BADRAND),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
def(__ZTC__),
True,
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(PIPES),
!def(lint),
!def(RELEASE_VERSION),
def(_Windows),
def(VMS),
!def(HAVE_ERF),
def(PIPE_IPC),
!def(NO_LOCALE_H),
!def(HAVE_ERFC),
