def(TEST_TERMDOC),
!def(MSDOS),
(def(VMS)&!def(BSD)),
!def(GP_ISVAR),
!def(lint),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(__ZTC__),
def(PIPE_IPC),
def(RELEASE_VERSION),
def(PM3D),
def(USE_MOUSE),
def(TEST_STRFTIME),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
def(PIPES),
def(VMS),
def(MSDOS),
def(PROTOTYPES),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
!def(PROTOTYPES),
!def(USE_SYSTEM_TIME),
