!def(LITE),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(PIPES),
def(_Windows),
(def(VMS)&!def(MSDOS)),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
def(VMS),
def(BADRAND),
def(__ZTC__),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
def(NO_LOCALE_H),
!def(MSDOS),
!def(BADRAND),
def(USE_SYSTEM_TIME),
def(LITE),
!def(lint),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
!def(BITMAPDEBUG),
