def(USE_MOUSE),
!def(HAVE_ERFC),
!def(LITE),
def(PM3D),
!def(BADRAND),
def(MSDOS),
def(TEST_TIME),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
True,
def(PIPES),
def(PROTOTYPES),
def(_Windows),
def(PIPE_IPC),
!def(MSDOS),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
!def(PROTOTYPES),
def(BITMAPDEBUG),
def(VMS),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
!def(lint),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
