!def(lint),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
def(TEST_TIME),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(NO_LOCALE_H),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
def(MSDOS),
!def(HAVE_ERFC),
!def(LITE),
def(BADRAND),
def(TEST_TERMDOC),
def(USE_SYSTEM_TIME),
def(PIPES),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
def(VMS),
def(NO_LOCALE_H),
