def(TEST_TIME),
!def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
def(PIPE_IPC),
def(TEST_TERMDOC),
def(BADRAND),
True,
def(PROTOTYPES),
!def(HAVE_ERF),
!def(BADRAND),
!def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
def(__ZTC__),
def(PM3D),
def(PIPES),
!def(HAVE_ERFC),
def(VMS),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(_Windows),
!def(lint),
(def(VMS)&!def(BSD)),
def(MSDOS),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(PROTOTYPES),
def(TEST_STRFTIME),
!def(LITE),
