def(PIPES),
def(USE_MOUSE),
def(BITMAPDEBUG),
!def(LITE),
def(PROTOTYPES),
!def(GP_ISVAR),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(PROTOTYPES),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(lint),
!def(RELEASE_VERSION),
def(VMS),
def(_Windows),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
!def(BITMAPDEBUG),
def(PM3D),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(MSDOS),
True,
(!def(MSDOS)&!def(VMS)),
