def(TEST),
!def(BADRAND),
def(SYSTEM_TIME),
def(BADRAND),
def(LITE),
def(NO_LOCALE_H),
True,
def(VMS),
def(SINGLE_TOP_LEVEL),
!def(OSK),
(def(__TURBOC__)&!def(__ZTC__)&!def(_Windows)),
!def(LITE),
def(_Windows),
def(TEST_TIME),
!def(SYSTEM_TIME),
def(TEST_STRFTIME),
def(unix),
!def(MSDOS),
!def(NO_LOCALE_H),
!def(lint),
!def(HAVE_ERF),
